Name,Email,LastPaymentValue
User_2489,user2489@example.com,2721.44
User_2490,user2490@example.com,1449.24
User_2491,user2491@example.com,2863.64
User_2492,user2492@example.com,3880.83
User_2493,user2493@example.com,1248.35
User_2494,user2494@example.com,251.18
User_2495,user2495@example.com,3146.96
User_2496,user2496@example.com,3673.59
User_2497,user2497@example.com,2422.97
User_2498,user2498@example.com,2190.23
User_2499,user2499@example.com,3773.95
User_2500,user2500@example.com,550.12
User_2501,user2501@example.com,3970.93
User_2502,user2502@example.com,4199.22
User_2503,user2503@example.com,4918.95
User_2504,user2504@example.com,2322.71
User_2505,user2505@example.com,593.03
User_2506,user2506@example.com,4761.77
User_2507,user2507@example.com,2416.06
User_2508,user2508@example.com,2638.09
User_2509,user2509@example.com,17.27
User_2510,user2510@example.com,1471.25
User_2511,user2511@example.com,3077.41
User_2512,user2512@example.com,1802.32
User_2513,user2513@example.com,1865.53
User_2514,user2514@example.com,1101.75
User_2515,user2515@example.com,2105.68
User_2516,user2516@example.com,2420.47
User_2517,user2517@example.com,4796.08
User_2518,user2518@example.com,771.9
User_2519,user2519@example.com,4716.68
User_2520,user2520@example.com,3060.23
User_2521,user2521@example.com,2185.74
User_2522,user2522@example.com,4104.12
User_2523,user2523@example.com,503.12
User_2524,user2524@example.com,2712.13
User_2525,user2525@example.com,4331.41
User_2526,user2526@example.com,4401.51
User_2527,user2527@example.com,1048.16
User_2528,user2528@example.com,3184.25
User_2529,user2529@example.com,4380.64
User_2530,user2530@example.com,3198.83
User_2531,user2531@example.com,3829.16
User_2532,user2532@example.com,4963.25
User_2533,user2533@example.com,4343.36
User_2534,user2534@example.com,2865.46
User_2535,user2535@example.com,3905.88
User_2536,user2536@example.com,241.0
User_2537,user2537@example.com,1451.25
User_2538,user2538@example.com,4527.22
User_2539,user2539@example.com,2866.4
User_2540,user2540@example.com,1875.6
User_2541,user2541@example.com,1329.76
User_2542,user2542@example.com,1718.49
User_2543,user2543@example.com,3037.76
User_2544,user2544@example.com,2897.28
User_2545,user2545@example.com,2309.73
User_2546,user2546@example.com,1872.46
User_2547,user2547@example.com,3861.83
User_2548,user2548@example.com,4159.73
User_2549,user2549@example.com,3337.65
User_2550,user2550@example.com,1202.07
User_2551,user2551@example.com,2607.81
User_2552,user2552@example.com,390.98
User_2553,user2553@example.com,2300.08
User_2554,user2554@example.com,3971.15
User_2555,user2555@example.com,1036.86
User_2556,user2556@example.com,1073.01
User_2557,user2557@example.com,464.88
User_2558,user2558@example.com,2618.19
User_2559,user2559@example.com,25.36
User_2560,user2560@example.com,2196.91
User_2561,user2561@example.com,1392.53
User_2562,user2562@example.com,140.56
User_2563,user2563@example.com,4631.43
User_2564,user2564@example.com,981.59
User_2565,user2565@example.com,4233.29
User_2566,user2566@example.com,3165.79
User_2567,user2567@example.com,3535.14
User_2568,user2568@example.com,2961.38
User_2569,user2569@example.com,322.93
User_2570,user2570@example.com,3859.32
User_2571,user2571@example.com,2601.75
User_2572,user2572@example.com,68.38
User_2573,user2573@example.com,1743.46
User_2574,user2574@example.com,4740.06
User_2575,user2575@example.com,1381.89
User_2576,user2576@example.com,4234.24
User_2577,user2577@example.com,259.21
User_2578,user2578@example.com,1788.9
User_2579,user2579@example.com,2482.17
User_2580,user2580@example.com,553.73
User_2581,user2581@example.com,3761.66
User_2582,user2582@example.com,3472.54
User_2583,user2583@example.com,468.55
User_2584,user2584@example.com,1052.51
User_2585,user2585@example.com,2838.36
User_2586,user2586@example.com,2355.94
User_2587,user2587@example.com,1860.49
User_2588,user2588@example.com,4128.95
User_2589,user2589@example.com,3955.15
User_2590,user2590@example.com,4761.87
User_2591,user2591@example.com,3224.24
User_2592,user2592@example.com,48.44
User_2593,user2593@example.com,3298.24
User_2594,user2594@example.com,2053.52
User_2595,user2595@example.com,3644.54
User_2596,user2596@example.com,3052.06
User_2597,user2597@example.com,2896.52
User_2598,user2598@example.com,2679.93
User_2599,user2599@example.com,3305.94
User_2600,user2600@example.com,4244.41
User_2601,user2601@example.com,3509.31
User_2602,user2602@example.com,3525.57
User_2603,user2603@example.com,4320.51
User_2604,user2604@example.com,17.74
User_2605,user2605@example.com,2078.22
User_2606,user2606@example.com,3797.55
User_2607,user2607@example.com,2930.37
User_2608,user2608@example.com,1294.86
User_2609,user2609@example.com,3205.57
User_2610,user2610@example.com,1417.76
User_2611,user2611@example.com,2054.35
User_2612,user2612@example.com,4073.68
User_2613,user2613@example.com,1953.63
User_2614,user2614@example.com,1100.17
User_2615,user2615@example.com,3733.82
User_2616,user2616@example.com,3245.35
User_2617,user2617@example.com,889.9
User_2618,user2618@example.com,4762.65
User_2619,user2619@example.com,2123.84
User_2620,user2620@example.com,3539.48
User_2621,user2621@example.com,463.83
User_2622,user2622@example.com,3896.87
User_2623,user2623@example.com,765.12
User_2624,user2624@example.com,2644.57
User_2625,user2625@example.com,995.88
User_2626,user2626@example.com,4937.54
User_2627,user2627@example.com,2749.56
User_2628,user2628@example.com,2298.6
User_2629,user2629@example.com,4165.17
User_2630,user2630@example.com,1283.7
User_2631,user2631@example.com,2678.5
User_2632,user2632@example.com,268.43
User_2633,user2633@example.com,4324.35
User_2634,user2634@example.com,4567.02
User_2635,user2635@example.com,4590.28
User_2636,user2636@example.com,3370.86
User_2637,user2637@example.com,4292.04
User_2638,user2638@example.com,110.49
User_2639,user2639@example.com,1771.86
User_2640,user2640@example.com,1551.88
User_2641,user2641@example.com,2746.63
User_2642,user2642@example.com,4439.39
User_2643,user2643@example.com,4740.77
User_2644,user2644@example.com,4134.52
User_2645,user2645@example.com,498.43
User_2646,user2646@example.com,4511.54
User_2647,user2647@example.com,3569.16
User_2648,user2648@example.com,3873.95
User_2649,user2649@example.com,513.84
User_2650,user2650@example.com,1249.6
User_2651,user2651@example.com,3606.31
User_2652,user2652@example.com,2950.2
User_2653,user2653@example.com,4557.38
User_2654,user2654@example.com,4447.96
User_2655,user2655@example.com,786.55
User_2656,user2656@example.com,3018.39
User_2657,user2657@example.com,418.59
User_2658,user2658@example.com,1183.97
User_2659,user2659@example.com,2627.4
User_2660,user2660@example.com,2109.74
User_2661,user2661@example.com,4717.64
User_2662,user2662@example.com,2356.41
User_2663,user2663@example.com,535.91
User_2664,user2664@example.com,694.83
User_2665,user2665@example.com,440.24
User_2666,user2666@example.com,112.51
User_2667,user2667@example.com,2402.62
User_2668,user2668@example.com,4783.89
User_2669,user2669@example.com,2790.03
User_2670,user2670@example.com,3580.9
User_2671,user2671@example.com,3063.59
User_2672,user2672@example.com,4112.71
User_2673,user2673@example.com,603.76
User_2674,user2674@example.com,3515.18
User_2675,user2675@example.com,1893.68
User_2676,user2676@example.com,3425.1
User_2677,user2677@example.com,2439.98
User_2678,user2678@example.com,2269.73
User_2679,user2679@example.com,4677.77
User_2680,user2680@example.com,3427.87
User_2681,user2681@example.com,2620.45
User_2682,user2682@example.com,4136.17
User_2683,user2683@example.com,2553.27
User_2684,user2684@example.com,2172.69
User_2685,user2685@example.com,2809.95
User_2686,user2686@example.com,2053.0
User_2687,user2687@example.com,657.08
User_2688,user2688@example.com,3424.86
User_2689,user2689@example.com,2230.72
User_2690,user2690@example.com,3202.54
User_2691,user2691@example.com,365.79
User_2692,user2692@example.com,891.51
User_2693,user2693@example.com,2141.58
User_2694,user2694@example.com,3187.47
User_2695,user2695@example.com,3701.89
User_2696,user2696@example.com,3377.76
User_2697,user2697@example.com,1944.71
User_2698,user2698@example.com,459.06
User_2699,user2699@example.com,2366.05
User_2700,user2700@example.com,4732.82
User_2701,user2701@example.com,3920.41
User_2702,user2702@example.com,670.18
User_2703,user2703@example.com,495.26
User_2704,user2704@example.com,742.4
User_2705,user2705@example.com,670.48
User_2706,user2706@example.com,3558.14
User_2707,user2707@example.com,449.93
User_2708,user2708@example.com,4850.63
User_2709,user2709@example.com,898.83
User_2710,user2710@example.com,4487.16
User_2711,user2711@example.com,790.12
User_2712,user2712@example.com,1324.15
User_2713,user2713@example.com,2804.19
User_2714,user2714@example.com,1853.1
User_2715,user2715@example.com,1100.77
User_2716,user2716@example.com,1632.28
User_2717,user2717@example.com,2430.27
User_2718,user2718@example.com,4012.37
User_2719,user2719@example.com,608.44
User_2720,user2720@example.com,715.33
User_2721,user2721@example.com,717.35
User_2722,user2722@example.com,1831.15
User_2723,user2723@example.com,592.71
User_2724,user2724@example.com,302.01
User_2725,user2725@example.com,457.13
User_2726,user2726@example.com,3795.19
User_2727,user2727@example.com,80.03
User_2728,user2728@example.com,2729.98
User_2729,user2729@example.com,1206.39
User_2730,user2730@example.com,2014.43
User_2731,user2731@example.com,3575.71
User_2732,user2732@example.com,3711.63
User_2733,user2733@example.com,2205.27
User_2734,user2734@example.com,1045.65
User_2735,user2735@example.com,2673.03
User_2736,user2736@example.com,1847.81
User_2737,user2737@example.com,3064.41
User_2738,user2738@example.com,2328.11
User_2739,user2739@example.com,4855.23
User_2740,user2740@example.com,4788.69
User_2741,user2741@example.com,2425.29
User_2742,user2742@example.com,252.32
User_2743,user2743@example.com,1971.06
User_2744,user2744@example.com,2481.94
User_2745,user2745@example.com,4054.34
User_2746,user2746@example.com,4540.13
User_2747,user2747@example.com,4240.61
User_2748,user2748@example.com,2595.12
User_2749,user2749@example.com,4071.75
User_2750,user2750@example.com,4193.54
User_2751,user2751@example.com,1139.38
User_2752,user2752@example.com,884.56
User_2753,user2753@example.com,1362.87
User_2754,user2754@example.com,1919.92
User_2755,user2755@example.com,1742.13
User_2756,user2756@example.com,814.42
User_2757,user2757@example.com,4037.97
User_2758,user2758@example.com,964.69
User_2759,user2759@example.com,4261.84
User_2760,user2760@example.com,2569.46
User_2761,user2761@example.com,4433.28
User_2762,user2762@example.com,3878.54
User_2763,user2763@example.com,116.5
User_2764,user2764@example.com,1524.87
User_2765,user2765@example.com,2543.45
User_2766,user2766@example.com,4404.24
User_2767,user2767@example.com,4703.28
User_2768,user2768@example.com,1452.58
User_2769,user2769@example.com,938.62
User_2770,user2770@example.com,2495.28
User_2771,user2771@example.com,4573.8
User_2772,user2772@example.com,2419.49
User_2773,user2773@example.com,4915.79
User_2774,user2774@example.com,1373.4
User_2775,user2775@example.com,2547.1
User_2776,user2776@example.com,3921.6
User_2777,user2777@example.com,3898.38
User_2778,user2778@example.com,4272.93
User_2779,user2779@example.com,4464.98
User_2780,user2780@example.com,509.06
User_2781,user2781@example.com,1481.17
User_2782,user2782@example.com,3934.03
User_2783,user2783@example.com,2400.37
User_2784,user2784@example.com,2240.26
User_2785,user2785@example.com,3009.89
User_2786,user2786@example.com,1561.07
User_2787,user2787@example.com,3442.32
User_2788,user2788@example.com,3970.04
User_2789,user2789@example.com,2678.68
User_2790,user2790@example.com,952.94
User_2791,user2791@example.com,1413.8
User_2792,user2792@example.com,3571.37
User_2793,user2793@example.com,827.81
User_2794,user2794@example.com,3347.02
User_2795,user2795@example.com,1122.02
User_2796,user2796@example.com,1462.93
User_2797,user2797@example.com,613.22
User_2798,user2798@example.com,2449.33
User_2799,user2799@example.com,2866.51
User_2800,user2800@example.com,2301.21
User_2801,user2801@example.com,3524.88
User_2802,user2802@example.com,2541.37
User_2803,user2803@example.com,4283.81
User_2804,user2804@example.com,4613.8
User_2805,user2805@example.com,1213.37
User_2806,user2806@example.com,3400.48
User_2807,user2807@example.com,3910.58
User_2808,user2808@example.com,238.85
User_2809,user2809@example.com,2397.38
User_2810,user2810@example.com,3872.97
User_2811,user2811@example.com,1968.8
User_2812,user2812@example.com,4848.5
User_2813,user2813@example.com,233.65
User_2814,user2814@example.com,3217.13
User_2815,user2815@example.com,1894.5
User_2816,user2816@example.com,244.84
User_2817,user2817@example.com,467.97
User_2818,user2818@example.com,1709.74
User_2819,user2819@example.com,2572.83
User_2820,user2820@example.com,453.33
User_2821,user2821@example.com,3887.76
User_2822,user2822@example.com,758.22
User_2823,user2823@example.com,3242.3
User_2824,user2824@example.com,25.2
User_2825,user2825@example.com,1623.28
User_2826,user2826@example.com,4234.0
User_2827,user2827@example.com,1289.91
User_2828,user2828@example.com,3893.15
User_2829,user2829@example.com,3932.51
User_2830,user2830@example.com,1033.23
User_2831,user2831@example.com,4039.97
User_2832,user2832@example.com,2726.12
User_2833,user2833@example.com,29.93
User_2834,user2834@example.com,261.49
User_2835,user2835@example.com,1373.5
User_2836,user2836@example.com,3046.4
User_2837,user2837@example.com,1266.12
User_2838,user2838@example.com,1847.4
User_2839,user2839@example.com,3906.13
User_2840,user2840@example.com,363.95
User_2841,user2841@example.com,1379.63
User_2842,user2842@example.com,490.75
User_2843,user2843@example.com,1828.08
User_2844,user2844@example.com,467.75
User_2845,user2845@example.com,3476.04
User_2846,user2846@example.com,4140.96
User_2847,user2847@example.com,3101.48
User_2848,user2848@example.com,232.66
User_2849,user2849@example.com,1668.45
User_2850,user2850@example.com,744.1
User_2851,user2851@example.com,3150.68
User_2852,user2852@example.com,715.84
User_2853,user2853@example.com,625.77
User_2854,user2854@example.com,4559.67
User_2855,user2855@example.com,2684.77
User_2856,user2856@example.com,1588.29
User_2857,user2857@example.com,1938.7
User_2858,user2858@example.com,3952.68
User_2859,user2859@example.com,2838.47
User_2860,user2860@example.com,496.75
User_2861,user2861@example.com,1494.24
User_2862,user2862@example.com,125.67
User_2863,user2863@example.com,2453.22
User_2864,user2864@example.com,3220.22
User_2865,user2865@example.com,682.09
User_2866,user2866@example.com,3130.24
User_2867,user2867@example.com,4766.43
User_2868,user2868@example.com,515.86
User_2869,user2869@example.com,4199.31
User_2870,user2870@example.com,1543.29
User_2871,user2871@example.com,3133.94
User_2872,user2872@example.com,4681.31
User_2873,user2873@example.com,3805.27
User_2874,user2874@example.com,4257.51
User_2875,user2875@example.com,1219.09
User_2876,user2876@example.com,1096.78
User_2877,user2877@example.com,1967.8
User_2878,user2878@example.com,482.5
User_2879,user2879@example.com,1031.81
User_2880,user2880@example.com,1958.83
User_2881,user2881@example.com,2451.77
User_2882,user2882@example.com,3658.24
User_2883,user2883@example.com,3572.39
User_2884,user2884@example.com,678.67
User_2885,user2885@example.com,1782.71
User_2886,user2886@example.com,2383.42
User_2887,user2887@example.com,3517.79
User_2888,user2888@example.com,4832.36
User_2889,user2889@example.com,1746.86
User_2890,user2890@example.com,1494.91
User_2891,user2891@example.com,4698.21
User_2892,user2892@example.com,3926.8
User_2893,user2893@example.com,2977.32
User_2894,user2894@example.com,2978.31
User_2895,user2895@example.com,3819.03
User_2896,user2896@example.com,2556.39
User_2897,user2897@example.com,2997.93
User_2898,user2898@example.com,2413.66
User_2899,user2899@example.com,3781.38
User_2900,user2900@example.com,2029.72
User_2901,user2901@example.com,2623.22
User_2902,user2902@example.com,849.83
User_2903,user2903@example.com,2420.71
User_2904,user2904@example.com,3655.84
User_2905,user2905@example.com,1968.56
User_2906,user2906@example.com,623.24
User_2907,user2907@example.com,4829.05
User_2908,user2908@example.com,3454.23
User_2909,user2909@example.com,2911.49
User_2910,user2910@example.com,2828.43
User_2911,user2911@example.com,530.67
User_2912,user2912@example.com,2843.58
User_2913,user2913@example.com,3772.99
User_2914,user2914@example.com,2230.83
User_2915,user2915@example.com,2606.04
User_2916,user2916@example.com,216.48
User_2917,user2917@example.com,4788.53
User_2918,user2918@example.com,1107.79
User_2919,user2919@example.com,1280.16
User_2920,user2920@example.com,1968.61
User_2921,user2921@example.com,4995.6
User_2922,user2922@example.com,2658.36
User_2923,user2923@example.com,844.69
User_2924,user2924@example.com,751.78
User_2925,user2925@example.com,425.23
User_2926,user2926@example.com,620.83
User_2927,user2927@example.com,924.04
User_2928,user2928@example.com,4629.88
User_2929,user2929@example.com,2443.54
User_2930,user2930@example.com,1729.86
User_2931,user2931@example.com,3784.65
User_2932,user2932@example.com,2510.72
User_2933,user2933@example.com,1455.94
User_2934,user2934@example.com,2356.32
User_2935,user2935@example.com,704.66
User_2936,user2936@example.com,2799.96
User_2937,user2937@example.com,2353.91
User_2938,user2938@example.com,2458.97
User_2939,user2939@example.com,3893.64
User_2940,user2940@example.com,3106.65
User_2941,user2941@example.com,2648.74
User_2942,user2942@example.com,2550.41
User_2943,user2943@example.com,4669.16
User_2944,user2944@example.com,840.78
User_2945,user2945@example.com,3721.37
User_2946,user2946@example.com,3735.79
User_2947,user2947@example.com,1511.68
User_2948,user2948@example.com,4250.53
User_2949,user2949@example.com,681.56
User_2950,user2950@example.com,4975.25
User_2951,user2951@example.com,3638.74
User_2952,user2952@example.com,2788.06
User_2953,user2953@example.com,2656.23
User_2954,user2954@example.com,3327.08
User_2955,user2955@example.com,2802.53
User_2956,user2956@example.com,4547.79
User_2957,user2957@example.com,2665.75
User_2958,user2958@example.com,2625.19
User_2959,user2959@example.com,509.39
User_2960,user2960@example.com,1565.25
User_2961,user2961@example.com,2887.88
User_2962,user2962@example.com,2906.08
User_2963,user2963@example.com,482.68
User_2964,user2964@example.com,2788.9
User_2965,user2965@example.com,1244.9
User_2966,user2966@example.com,1492.97
User_2967,user2967@example.com,3717.98
User_2968,user2968@example.com,798.29
User_2969,user2969@example.com,3301.17
User_2970,user2970@example.com,2183.19
User_2971,user2971@example.com,4906.51
User_2972,user2972@example.com,397.61
User_2973,user2973@example.com,274.43
User_2974,user2974@example.com,727.12
User_2975,user2975@example.com,1244.7
User_2976,user2976@example.com,4594.85
User_2977,user2977@example.com,442.33
User_2978,user2978@example.com,2745.2
User_2979,user2979@example.com,3181.82
User_2980,user2980@example.com,116.26
User_2981,user2981@example.com,3182.3
User_2982,user2982@example.com,4271.55
User_2983,user2983@example.com,4392.53
User_2984,user2984@example.com,4981.37
User_2985,user2985@example.com,1501.56
User_2986,user2986@example.com,490.8
User_2987,user2987@example.com,1434.52
User_2988,user2988@example.com,2086.17
User_2989,user2989@example.com,1476.72
User_2990,user2990@example.com,2538.98
User_2991,user2991@example.com,2314.42
User_2992,user2992@example.com,3031.03
User_2993,user2993@example.com,3127.72
User_2994,user2994@example.com,2079.61
User_2995,user2995@example.com,55.44
User_2996,user2996@example.com,2858.66
User_2997,user2997@example.com,1779.58
User_2998,user2998@example.com,3782.06
User_2999,user2999@example.com,2015.02
User_3000,user3000@example.com,3692.86
User_3001,user3001@example.com,65.07
User_3002,user3002@example.com,3310.57
User_3003,user3003@example.com,1370.15
User_3004,user3004@example.com,4692.23
User_3005,user3005@example.com,4323.25
User_3006,user3006@example.com,2670.1
User_3007,user3007@example.com,2471.82
User_3008,user3008@example.com,1555.95
User_3009,user3009@example.com,4868.04
User_3010,user3010@example.com,3261.23
User_3011,user3011@example.com,1743.9
User_3012,user3012@example.com,2492.58
User_3013,user3013@example.com,4737.94
User_3014,user3014@example.com,1458.88
User_3015,user3015@example.com,4352.05
User_3016,user3016@example.com,3408.1
User_3017,user3017@example.com,183.15
User_3018,user3018@example.com,1514.82
User_3019,user3019@example.com,3207.89
User_3020,user3020@example.com,566.44
User_3021,user3021@example.com,956.52
User_3022,user3022@example.com,2858.33
User_3023,user3023@example.com,584.3
User_3024,user3024@example.com,1787.22
User_3025,user3025@example.com,3740.88
User_3026,user3026@example.com,896.56
User_3027,user3027@example.com,847.82
User_3028,user3028@example.com,666.8
User_3029,user3029@example.com,4298.19
User_3030,user3030@example.com,1211.79
User_3031,user3031@example.com,1735.02
User_3032,user3032@example.com,3748.32
User_3033,user3033@example.com,729.1
User_3034,user3034@example.com,2204.52
User_3035,user3035@example.com,1283.97
User_3036,user3036@example.com,4642.11
User_3037,user3037@example.com,2269.72
User_3038,user3038@example.com,1813.89
User_3039,user3039@example.com,3286.05
User_3040,user3040@example.com,4828.0
User_3041,user3041@example.com,4587.27
User_3042,user3042@example.com,3528.58
User_3043,user3043@example.com,118.03
User_3044,user3044@example.com,2133.18
User_3045,user3045@example.com,968.51
User_3046,user3046@example.com,4562.16
User_3047,user3047@example.com,4718.6
User_3048,user3048@example.com,2056.77
User_3049,user3049@example.com,3366.47
User_3050,user3050@example.com,4812.03
User_3051,user3051@example.com,1060.03
User_3052,user3052@example.com,1871.75
User_3053,user3053@example.com,1088.7
User_3054,user3054@example.com,2174.33
User_3055,user3055@example.com,1478.52
User_3056,user3056@example.com,2273.52
User_3057,user3057@example.com,1625.71
User_3058,user3058@example.com,3981.62
User_3059,user3059@example.com,16.01
User_3060,user3060@example.com,601.59
User_3061,user3061@example.com,1480.83
User_3062,user3062@example.com,637.32
User_3063,user3063@example.com,1678.77
User_3064,user3064@example.com,1267.3
User_3065,user3065@example.com,1832.8
User_3066,user3066@example.com,2222.93
User_3067,user3067@example.com,3743.57
User_3068,user3068@example.com,688.72
User_3069,user3069@example.com,4769.04
User_3070,user3070@example.com,4806.12
User_3071,user3071@example.com,2844.24
User_3072,user3072@example.com,3049.79
User_3073,user3073@example.com,671.61
User_3074,user3074@example.com,1207.13
User_3075,user3075@example.com,4184.45
User_3076,user3076@example.com,620.75
User_3077,user3077@example.com,255.71
User_3078,user3078@example.com,3844.5
User_3079,user3079@example.com,2254.73
User_3080,user3080@example.com,4548.51
User_3081,user3081@example.com,46.27
User_3082,user3082@example.com,1597.58
User_3083,user3083@example.com,132.05
User_3084,user3084@example.com,1829.74
User_3085,user3085@example.com,842.25
User_3086,user3086@example.com,3493.79
User_3087,user3087@example.com,2295.67
User_3088,user3088@example.com,642.29
User_3089,user3089@example.com,3110.07
User_3090,user3090@example.com,545.74
User_3091,user3091@example.com,2360.1
User_3092,user3092@example.com,1760.68
User_3093,user3093@example.com,1122.25
User_3094,user3094@example.com,4124.37
User_3095,user3095@example.com,222.91
User_3096,user3096@example.com,1220.7
User_3097,user3097@example.com,3016.8
User_3098,user3098@example.com,4397.53
User_3099,user3099@example.com,3448.67
User_3100,user3100@example.com,3987.71
User_3101,user3101@example.com,4569.19
User_3102,user3102@example.com,2146.47
User_3103,user3103@example.com,639.25
User_3104,user3104@example.com,4236.72
User_3105,user3105@example.com,1230.7
User_3106,user3106@example.com,392.7
User_3107,user3107@example.com,4574.95
User_3108,user3108@example.com,2983.44
User_3109,user3109@example.com,3535.69
User_3110,user3110@example.com,680.82
User_3111,user3111@example.com,2675.39
User_3112,user3112@example.com,3190.62
User_3113,user3113@example.com,4100.59
User_3114,user3114@example.com,4944.1
User_3115,user3115@example.com,934.94
User_3116,user3116@example.com,4305.95
User_3117,user3117@example.com,3854.61
User_3118,user3118@example.com,1391.36
User_3119,user3119@example.com,4743.58
User_3120,user3120@example.com,1980.11
User_3121,user3121@example.com,4812.49
User_3122,user3122@example.com,4398.84
User_3123,user3123@example.com,4687.05
User_3124,user3124@example.com,1285.75
User_3125,user3125@example.com,4511.19
User_3126,user3126@example.com,1095.21
User_3127,user3127@example.com,107.47
User_3128,user3128@example.com,1448.07
User_3129,user3129@example.com,1418.71
User_3130,user3130@example.com,2608.37
User_3131,user3131@example.com,3645.46
User_3132,user3132@example.com,3024.97
User_3133,user3133@example.com,4663.71
User_3134,user3134@example.com,1139.2
User_3135,user3135@example.com,1295.31
User_3136,user3136@example.com,1271.72
User_3137,user3137@example.com,1257.61
User_3138,user3138@example.com,846.91
User_3139,user3139@example.com,4894.77
User_3140,user3140@example.com,2709.91
User_3141,user3141@example.com,4446.7
User_3142,user3142@example.com,300.43
User_3143,user3143@example.com,2234.82
User_3144,user3144@example.com,924.17
User_3145,user3145@example.com,325.11
User_3146,user3146@example.com,3932.79
User_3147,user3147@example.com,3844.05
User_3148,user3148@example.com,789.2
User_3149,user3149@example.com,837.34
User_3150,user3150@example.com,4340.77
User_3151,user3151@example.com,4915.68
User_3152,user3152@example.com,4526.25
User_3153,user3153@example.com,4784.97
User_3154,user3154@example.com,3044.2
User_3155,user3155@example.com,746.08
User_3156,user3156@example.com,827.82
User_3157,user3157@example.com,3538.4
User_3158,user3158@example.com,2590.74
User_3159,user3159@example.com,2971.45
User_3160,user3160@example.com,4751.44
User_3161,user3161@example.com,4422.05
User_3162,user3162@example.com,54.52
User_3163,user3163@example.com,1106.61
User_3164,user3164@example.com,537.9
User_3165,user3165@example.com,1876.52
User_3166,user3166@example.com,133.41
User_3167,user3167@example.com,2482.65
User_3168,user3168@example.com,1795.17
User_3169,user3169@example.com,2790.83
User_3170,user3170@example.com,3494.04
User_3171,user3171@example.com,3059.48
User_3172,user3172@example.com,4687.45
User_3173,user3173@example.com,4101.33
User_3174,user3174@example.com,1521.15
User_3175,user3175@example.com,3723.85
User_3176,user3176@example.com,1833.89
User_3177,user3177@example.com,2837.42
User_3178,user3178@example.com,1798.16
User_3179,user3179@example.com,811.55
User_3180,user3180@example.com,96.26
User_3181,user3181@example.com,1196.67
User_3182,user3182@example.com,2241.85
User_3183,user3183@example.com,4703.91
User_3184,user3184@example.com,3248.88
User_3185,user3185@example.com,4590.49
User_3186,user3186@example.com,924.09
User_3187,user3187@example.com,4358.22
User_3188,user3188@example.com,982.36
User_3189,user3189@example.com,2989.71
User_3190,user3190@example.com,2199.57
User_3191,user3191@example.com,4513.86
User_3192,user3192@example.com,4439.88
User_3193,user3193@example.com,221.32
User_3194,user3194@example.com,4665.7
User_3195,user3195@example.com,1782.79
User_3196,user3196@example.com,1058.68
User_3197,user3197@example.com,2454.75
User_3198,user3198@example.com,2900.18
User_3199,user3199@example.com,454.56
User_3200,user3200@example.com,2689.24
User_3201,user3201@example.com,209.74
User_3202,user3202@example.com,2466.03
User_3203,user3203@example.com,3455.49
User_3204,user3204@example.com,4495.97
User_3205,user3205@example.com,1784.5
User_3206,user3206@example.com,1091.75
User_3207,user3207@example.com,2684.34
User_3208,user3208@example.com,4606.11
User_3209,user3209@example.com,3131.6
User_3210,user3210@example.com,3559.94
User_3211,user3211@example.com,1170.34
User_3212,user3212@example.com,2012.52
User_3213,user3213@example.com,3023.82
User_3214,user3214@example.com,1332.72
User_3215,user3215@example.com,4050.33
User_3216,user3216@example.com,2548.51
User_3217,user3217@example.com,3133.99
User_3218,user3218@example.com,2651.99
User_3219,user3219@example.com,231.69
User_3220,user3220@example.com,3008.45
User_3221,user3221@example.com,1808.33
User_3222,user3222@example.com,2517.82
User_3223,user3223@example.com,2126.27
User_3224,user3224@example.com,4706.21
User_3225,user3225@example.com,1852.42
User_3226,user3226@example.com,1620.11
User_3227,user3227@example.com,3606.12
User_3228,user3228@example.com,2127.21
User_3229,user3229@example.com,1436.98
User_3230,user3230@example.com,3572.45
User_3231,user3231@example.com,276.45
User_3232,user3232@example.com,1504.84
User_3233,user3233@example.com,201.74
User_3234,user3234@example.com,840.58
User_3235,user3235@example.com,3397.89
User_3236,user3236@example.com,3115.04
User_3237,user3237@example.com,674.53
User_3238,user3238@example.com,1100.71
User_3239,user3239@example.com,314.88
User_3240,user3240@example.com,3650.69
User_3241,user3241@example.com,1247.77
User_3242,user3242@example.com,192.35
User_3243,user3243@example.com,2646.12
User_3244,user3244@example.com,877.41
User_3245,user3245@example.com,3480.17
User_3246,user3246@example.com,1148.6
User_3247,user3247@example.com,2533.52
User_3248,user3248@example.com,3072.99
User_3249,user3249@example.com,3878.77
User_3250,user3250@example.com,1162.34
User_3251,user3251@example.com,1778.45
User_3252,user3252@example.com,111.4
User_3253,user3253@example.com,324.57
User_3254,user3254@example.com,4396.28
User_3255,user3255@example.com,3165.21
User_3256,user3256@example.com,4108.54
User_3257,user3257@example.com,2549.23
User_3258,user3258@example.com,3965.26
User_3259,user3259@example.com,1713.35
User_3260,user3260@example.com,3879.44
User_3261,user3261@example.com,4517.24
User_3262,user3262@example.com,3709.2
User_3263,user3263@example.com,2373.79
User_3264,user3264@example.com,59.94
User_3265,user3265@example.com,4825.53
User_3266,user3266@example.com,581.12
User_3267,user3267@example.com,2463.13
User_3268,user3268@example.com,2330.33
User_3269,user3269@example.com,4516.43
User_3270,user3270@example.com,4245.28
User_3271,user3271@example.com,176.65
User_3272,user3272@example.com,898.6
User_3273,user3273@example.com,3963.5
User_3274,user3274@example.com,3744.69
